att0;att1;att2;IN;OUT
8;2;4;2543;115
8;2;4;115;2543
19;15;29;1385;750
19;15;29;750;1385
0;15;29;1890;2343
0;15;29;2343;1890
3;10;29;52;1503
3;10;29;1503;52
11;24;7;431;1495
11;24;7;1495;431
14;1;26;2935;1385
14;1;26;1385;2935
21;21;14;1963;304
21;21;14;304;1963
17;1;21;843;1866
17;1;21;1866;843
19;13;24;78;2883
19;13;24;2883;78
14;25;15;200;2156
14;25;15;2156;200
15;20;14;123;1091
15;20;14;1091;123
18;24;3;1213;1290
18;24;3;1290;1213
12;18;26;953;2475
12;18;26;2475;953
21;16;16;1945;973
21;16;16;973;1945
6;20;20;2967;2623
6;20;20;2623;2967
8;11;14;1395;850
8;11;14;850;1395
8;26;9;2633;425
8;26;9;425;2633
24;14;19;141;321
24;14;19;321;141
23;13;0;1761;1668
23;13;0;1668;1761
17;4;12;1097;2181
17;4;12;2181;1097
1;2;14;2742;528
1;2;14;528;2742
23;19;26;2951;1423
23;19;26;1423;2951
27;13;23;212;615
27;13;23;615;212
26;8;22;1872;1290
26;8;22;1290;1872
19;25;2;2926;2156
19;25;2;2156;2926
7;6;9;1348;4
7;6;9;4;1348
27;10;18;98;968
27;10;18;968;98
2;0;18;2197;585
2;0;18;585;2197
14;4;7;1199;1847
14;4;7;1847;1199
0;24;11;2985;1365
0;24;11;1365;2985
19;24;0;880;2683
19;24;0;2683;880
24;2;17;2442;1552
24;2;17;1552;2442
2;9;28;2651;2728
2;9;28;2728;2651
10;17;28;2066;668
10;17;28;668;2066
29;26;24;700;2309
29;26;24;2309;700
6;9;6;2524;591
6;9;6;591;2524
23;14;26;1203;2519
23;14;26;2519;1203
11;20;8;1879;1034
11;20;8;1034;1879
17;0;5;1946;2864
17;0;5;2864;1946
9;8;15;1906;557
9;8;15;557;1906
19;23;25;2734;2083
19;23;25;2083;2734
9;1;9;1217;2199
9;1;9;2199;1217
13;19;4;1827;656
13;19;4;656;1827
18;15;10;697;561
18;15;10;561;697
11;19;26;471;501
11;19;26;501;471
23;19;25;1261;2088
23;19;25;2088;1261
9;26;0;1096;2687
9;26;0;2687;1096
16;7;19;2899;1584
16;7;19;1584;2899
7;18;25;1169;1294
7;18;25;1294;1169
5;1;9;491;1768
5;1;9;1768;491
11;5;23;255;1975
11;5;23;1975;255
26;22;8;2359;1376
26;22;8;1376;2359
8;4;7;77;1876
8;4;7;1876;77
27;20;25;2;792
27;20;25;792;2
0;29;28;216;1002
0;29;28;1002;216
5;23;26;2726;1056
5;23;26;1056;2726
15;18;28;270;2386
15;18;28;2386;270
0;21;29;6;2969
0;21;29;2969;6
3;8;8;530;1616
3;8;8;1616;530
12;0;9;2692;696
12;0;9;696;2692
5;11;2;2339;1970
5;11;2;1970;2339
10;7;6;1551;2097
10;7;6;2097;1551
1;22;12;858;59
1;22;12;59;858
25;7;29;1917;2038
25;7;29;2038;1917
23;28;22;1935;2067
23;28;22;2067;1935
7;10;23;361;2156
7;10;23;2156;361
18;9;3;442;321
18;9;3;321;442
12;2;13;1501;1310
12;2;13;1310;1501
15;2;12;2043;619
15;2;12;619;2043
6;10;10;1339;1890
6;10;10;1890;1339
19;10;10;846;1801
19;10;10;1801;846
25;9;4;406;2903
25;9;4;2903;406
22;6;26;259;53
22;6;26;53;259
10;12;27;630;1616
10;12;27;1616;630
7;10;6;1231;2247
7;10;6;2247;1231
5;21;19;129;2424
5;21;19;2424;129
28;15;26;1716;662
28;15;26;662;1716
20;6;23;1190;2446
20;6;23;2446;1190
26;21;20;1906;2138
26;21;20;2138;1906
9;26;22;2929;2386
9;26;22;2386;2929
11;4;19;2582;1423
11;4;19;1423;2582
21;4;19;609;990
21;4;19;990;609
18;5;23;1807;114
18;5;23;114;1807
13;10;22;2192;470
13;10;22;470;2192
23;26;19;1412;2451
23;26;19;2451;1412
21;27;4;2422;853
21;27;4;853;2422
29;17;16;2984;690
29;17;16;690;2984
15;29;19;2032;2988
15;29;19;2988;2032
23;24;5;2819;2182
23;24;5;2182;2819
17;25;3;1376;87
17;25;3;87;1376
8;21;10;19;1355
8;21;10;1355;19
10;17;14;1882;2785
10;17;14;2785;1882
12;26;22;1233;1951
12;26;22;1951;1233
24;0;27;2063;1941
24;0;27;1941;2063
6;21;27;2657;2247
6;21;27;2247;2657
3;28;22;798;1447
3;28;22;1447;798
22;24;9;2657;1972
22;24;9;1972;2657
0;5;18;1967;2003
0;5;18;2003;1967
25;11;18;738;2883
25;11;18;2883;738
0;16;19;1333;1236
0;16;19;1236;1333
22;10;24;1536;736
22;10;24;736;1536
11;6;15;2381;2
11;6;15;2;2381
20;9;21;1776;1942
20;9;21;1942;1776
13;25;17;164;732
13;25;17;732;164
28;25;7;2961;1615
28;25;7;1615;2961
0;24;23;2731;184
0;24;23;184;2731
1;2;11;1299;2854
1;2;11;2854;1299
24;21;1;303;648
24;21;1;648;303
0;3;10;1560;929
0;3;10;929;1560
17;5;21;2645;302
17;5;21;302;2645
2;22;23;1263;878
2;22;23;878;1263
18;23;5;2456;796
18;23;5;796;2456
16;2;22;2478;907
16;2;22;907;2478
12;10;29;2677;2846
12;10;29;2846;2677
26;8;28;550;543
26;8;28;543;550
19;9;15;1155;2608
19;9;15;2608;1155
25;17;25;916;908
25;17;25;908;916
26;16;10;2812;2194
26;16;10;2194;2812
16;21;27;2688;720
16;21;27;720;2688
27;5;0;2513;1027
27;5;0;1027;2513
12;23;10;2677;872
12;23;10;872;2677
15;22;19;2863;1904
15;22;19;1904;2863
23;12;20;574;2199
23;12;20;2199;574
0;4;16;895;2002
0;4;16;2002;895
6;14;25;177;2333
6;14;25;2333;177
4;15;18;1575;1339
4;15;18;1339;1575
15;21;28;2061;1475
15;21;28;1475;2061
12;25;16;1508;129
12;25;16;129;1508
26;1;19;318;386
26;1;19;386;318
20;29;19;1636;1307
20;29;19;1307;1636
10;24;15;825;509
10;24;15;509;825
3;10;10;2755;354
3;10;10;354;2755
16;6;8;513;790
16;6;8;790;513
8;7;2;1940;314
8;7;2;314;1940
7;0;3;958;480
7;0;3;480;958
26;24;9;1361;893
26;24;9;893;1361
9;8;4;1090;1869
9;8;4;1869;1090
11;3;27;1289;1430
11;3;27;1430;1289
6;22;19;228;1043
6;22;19;1043;228
28;12;23;2576;1831
28;12;23;1831;2576
9;1;27;97;2138
9;1;27;2138;97
3;16;10;2285;2645
3;16;10;2645;2285
9;19;13;2910;325
9;19;13;325;2910
5;19;3;1333;1070
5;19;3;1070;1333
1;29;0;1404;2471
1;29;0;2471;1404
6;10;22;1443;1933
6;10;22;1933;1443
9;7;21;2517;1782
9;7;21;1782;2517
20;2;12;1976;480
20;2;12;480;1976
27;1;4;752;2332
27;1;4;2332;752
2;5;15;2576;2030
2;5;15;2030;2576
2;4;3;2689;1222
2;4;3;1222;2689
12;16;19;1206;318
12;16;19;318;1206
7;2;29;187;1937
7;2;29;1937;187
22;19;19;198;2239
22;19;19;2239;198
24;28;7;2824;633
24;28;7;633;2824
2;26;25;2056;1057
2;26;25;1057;2056
15;12;16;32;1317
15;12;16;1317;32
10;25;28;2163;290
10;25;28;290;2163
17;4;12;910;2054
17;4;12;2054;910
11;5;1;1149;2930
11;5;1;2930;1149
2;20;20;1254;2094
2;20;20;2094;1254
29;2;11;882;521
29;2;11;521;882
14;1;5;319;1517
14;1;5;1517;319
28;1;3;1147;2523
28;1;3;2523;1147
1;21;19;1733;2270
1;21;19;2270;1733
15;25;16;2368;1312
15;25;16;1312;2368
18;17;10;2078;2107
18;17;10;2107;2078
14;24;28;1139;2812
14;24;28;2812;1139
0;0;4;620;625
0;0;4;625;620
19;22;1;1945;1866
19;22;1;1866;1945
27;20;15;1410;2431
27;20;15;2431;1410
27;25;17;2818;56
27;25;17;56;2818
3;28;23;515;2270
3;28;23;2270;515
6;15;2;762;1033
6;15;2;1033;762
24;3;3;14;2231
24;3;3;2231;14
25;14;28;576;922
25;14;28;922;576
11;3;0;1820;582
11;3;0;582;1820
15;4;28;2305;2008
15;4;28;2008;2305
7;13;22;2787;578
7;13;22;578;2787
2;15;28;2182;2168
2;15;28;2168;2182
23;26;17;2135;2198
23;26;17;2198;2135
10;15;23;845;213
10;15;23;213;845
9;24;26;278;1922
9;24;26;1922;278
3;9;26;2446;1147
3;9;26;1147;2446
8;7;23;1087;809
8;7;23;809;1087
6;11;22;1215;790
6;11;22;790;1215
1;23;11;1343;2465
1;23;11;2465;1343
20;8;26;203;255
20;8;26;255;203
19;17;22;468;1418
19;17;22;1418;468
26;14;14;1549;1551
26;14;14;1551;1549
27;27;0;1022;1574
27;27;0;1574;1022
22;22;24;163;312
22;22;24;312;163
5;6;12;1977;2214
5;6;12;2214;1977
1;14;7;2446;1246
1;14;7;1246;2446
18;6;24;733;562
18;6;24;562;733
2;21;20;533;2693
2;21;20;2693;533
11;12;7;1321;564
11;12;7;564;1321
0;26;6;746;1408
0;26;6;1408;746
26;11;5;1400;1899
26;11;5;1899;1400
12;24;8;952;807
12;24;8;807;952
25;12;19;2781;2578
25;12;19;2578;2781
27;12;10;356;1968
27;12;10;1968;356
3;14;9;121;1914
3;14;9;1914;121
12;9;1;1104;295
12;9;1;295;1104
20;26;27;718;470
20;26;27;470;718
17;3;18;2704;2166
17;3;18;2166;2704
9;24;7;2462;2259
9;24;7;2259;2462
24;23;18;2407;31
24;23;18;31;2407
7;13;6;2815;1323
7;13;6;1323;2815
4;9;21;1147;156
4;9;21;156;1147
18;1;26;2373;2816
18;1;26;2816;2373
27;14;17;2489;734
27;14;17;734;2489
17;29;2;146;1079
17;29;2;1079;146
4;19;23;2159;2999
4;19;23;2999;2159
23;20;27;2154;399
23;20;27;399;2154
28;29;20;1583;1630
28;29;20;1630;1583
0;17;17;2419;429
0;17;17;429;2419
19;9;25;1372;2497
19;9;25;2497;1372
22;6;10;1728;2423
22;6;10;2423;1728
6;16;24;1758;273
6;16;24;273;1758
10;29;26;966;1856
10;29;26;1856;966
5;20;15;2457;2595
5;20;15;2595;2457
18;18;5;1861;2844
18;18;5;2844;1861
2;16;9;2748;1230
2;16;9;1230;2748
2;28;4;2271;442
2;28;4;442;2271
12;6;4;2501;2781
12;6;4;2781;2501
27;8;20;1740;1925
27;8;20;1925;1740
0;13;23;1346;1877
0;13;23;1877;1346
6;25;0;1957;47
6;25;0;47;1957
13;26;27;2932;81
13;26;27;81;2932
12;29;23;619;1941
12;29;23;1941;619
11;9;8;2667;2150
11;9;8;2150;2667
27;26;26;2339;239
27;26;26;239;2339
3;5;5;97;2915
3;5;5;2915;97
19;7;26;987;2644
19;7;26;2644;987
5;23;14;157;562
5;23;14;562;157
7;22;20;702;1822
7;22;20;1822;702
0;28;25;2465;2210
0;28;25;2210;2465
26;22;8;1903;2292
26;22;8;2292;1903
8;10;16;2041;285
8;10;16;285;2041
21;16;12;1575;998
21;16;12;998;1575
12;18;11;921;1714
12;18;11;1714;921
20;7;11;1859;2185
20;7;11;2185;1859
17;19;23;922;1569
17;19;23;1569;922
15;2;13;296;2111
15;2;13;2111;296
2;6;25;896;564
2;6;25;564;896
9;10;6;1659;92
9;10;6;92;1659
4;8;0;2461;1145
4;8;0;1145;2461
14;14;6;179;547
14;14;6;547;179
24;13;0;2023;2646
24;13;0;2646;2023
0;25;29;2428;511
0;25;29;511;2428
0;27;16;2546;2692
0;27;16;2692;2546
16;15;10;2569;705
16;15;10;705;2569
9;20;3;1738;306
9;20;3;306;1738
17;20;3;1964;2594
17;20;3;2594;1964
10;6;13;18;754
10;6;13;754;18
26;1;4;1029;1038
26;1;4;1038;1029
4;5;22;1615;2419
4;5;22;2419;1615
29;17;9;1185;1555
29;17;9;1555;1185
1;18;1;931;1862
1;18;1;1862;931
4;16;24;2807;2917
4;16;24;2917;2807
3;18;5;2366;2767
3;18;5;2767;2366
10;23;6;2471;1713
10;23;6;1713;2471
13;12;25;2413;875
13;12;25;875;2413
10;0;24;1622;2612
10;0;24;2612;1622
11;18;7;1306;1068
11;18;7;1068;1306
24;8;11;173;2749
24;8;11;2749;173
25;5;24;1545;1822
25;5;24;1822;1545
10;12;27;1678;1866
10;12;27;1866;1678
13;8;1;608;882
13;8;1;882;608
9;18;20;549;2511
9;18;20;2511;549
17;23;12;1220;780
17;23;12;780;1220
20;10;13;1602;1508
20;10;13;1508;1602
8;23;13;1987;2939
8;23;13;2939;1987
0;24;4;1795;1589
0;24;4;1589;1795
23;22;25;2709;2477
23;22;25;2477;2709
14;25;28;2831;198
14;25;28;198;2831
24;6;29;2447;2265
24;6;29;2265;2447
21;11;27;1765;1056
21;11;27;1056;1765
11;17;13;2645;1524
11;17;13;1524;2645
3;0;23;724;2779
3;0;23;2779;724
23;25;26;2438;2732
23;25;26;2732;2438
12;8;23;1319;1104
12;8;23;1104;1319
9;8;18;2363;2274
9;8;18;2274;2363
25;0;23;1375;794
25;0;23;794;1375
21;17;6;1233;2437
21;17;6;2437;1233
25;10;27;1104;1909
25;10;27;1909;1104
4;6;1;1918;2444
4;6;1;2444;1918
21;4;6;1852;1570
21;4;6;1570;1852
8;0;15;1458;2489
8;0;15;2489;1458
3;10;2;1854;2851
3;10;2;2851;1854
12;21;1;801;685
12;21;1;685;801
25;26;29;2214;1776
25;26;29;1776;2214
23;20;10;1624;2500
23;20;10;2500;1624
21;16;12;1092;1223
21;16;12;1223;1092
5;11;3;182;342
5;11;3;342;182
20;11;23;1307;1625
20;11;23;1625;1307
13;12;25;2083;1205
13;12;25;1205;2083
26;16;10;1345;813
26;16;10;813;1345
2;9;23;2624;646
2;9;23;646;2624
3;20;23;2948;1878
3;20;23;1878;2948
23;10;0;154;1271
23;10;0;1271;154
11;23;11;1718;209
11;23;11;209;1718
4;24;23;1507;2570
4;24;23;2570;1507
19;12;29;679;2463
19;12;29;2463;679
2;18;0;2195;1433
2;18;0;1433;2195
21;27;19;832;2309
21;27;19;2309;832
24;19;8;902;1527
24;19;8;1527;902
2;1;28;2801;1976
2;1;28;1976;2801
0;19;10;149;658
0;19;10;658;149
25;9;6;2800;471
25;9;6;471;2800
27;15;25;394;2984
27;15;25;2984;394
0;13;3;2932;1409
0;13;3;1409;2932
20;7;26;1583;62
20;7;26;62;1583
18;21;2;29;800
18;21;2;800;29
18;5;18;2298;997
18;5;18;997;2298
1;11;5;794;1348
1;11;5;1348;794
17;1;8;1388;807
17;1;8;807;1388
28;9;8;216;2433
28;9;8;2433;216
27;24;25;888;2475
27;24;25;2475;888
11;5;27;1388;407
11;5;27;407;1388
18;8;13;2267;155
18;8;13;155;2267
18;19;28;987;206
18;19;28;206;987
14;7;26;2648;844
14;7;26;844;2648
28;14;3;1136;2968
28;14;3;2968;1136
27;16;10;1722;1300
27;16;10;1300;1722
9;18;4;129;1885
9;18;4;1885;129
0;12;22;1182;550
0;12;22;550;1182
2;7;25;945;2306
2;7;25;2306;945
16;4;15;635;504
16;4;15;504;635
29;27;9;2368;2101
29;27;9;2101;2368
2;28;15;234;613
2;28;15;613;234
28;23;13;2527;885
28;23;13;885;2527
7;22;27;567;1417
7;22;27;1417;567
22;2;15;1130;1364
22;2;15;1364;1130
1;15;0;1322;2170
1;15;0;2170;1322
17;7;23;592;49
17;7;23;49;592
6;9;17;717;1308
6;9;17;1308;717
26;6;23;612;2919
26;6;23;2919;612
23;5;10;2768;2641
23;5;10;2641;2768
26;25;26;2863;1518
26;25;26;1518;2863
26;23;29;962;2261
26;23;29;2261;962
26;22;17;2940;2894
26;22;17;2894;2940
7;25;18;2388;819
7;25;18;819;2388
19;10;15;2098;1942
19;10;15;1942;2098
13;1;2;633;2119
13;1;2;2119;633
19;9;17;22;1024
19;9;17;1024;22
2;24;25;2802;1833
2;24;25;1833;2802
29;7;11;540;2393
29;7;11;2393;540
3;22;26;1621;2259
3;22;26;2259;1621
1;29;5;2067;307
1;29;5;307;2067
15;21;16;2273;1510
15;21;16;1510;2273
19;11;26;2426;1955
19;11;26;1955;2426
15;28;19;1050;1960
15;28;19;1960;1050
12;22;20;1541;2290
12;22;20;2290;1541
12;1;19;2093;268
12;1;19;268;2093
17;25;8;1325;2662
17;25;8;2662;1325
6;26;9;1171;2311
6;26;9;2311;1171
9;26;11;1591;2154
9;26;11;2154;1591
25;19;27;2934;1194
25;19;27;1194;2934
2;23;23;242;2715
2;23;23;2715;242
4;6;25;1177;277
4;6;25;277;1177
14;5;4;758;1534
14;5;4;1534;758
0;27;5;1140;468
0;27;5;468;1140
17;27;15;1516;445
17;27;15;445;1516
28;14;1;1498;1637
28;14;1;1637;1498
18;21;23;2727;796
18;21;23;796;2727
8;5;4;2594;1643
8;5;4;1643;2594
10;2;21;2639;1114
10;2;21;1114;2639
12;2;27;2412;1946
12;2;27;1946;2412
18;24;25;2914;935
18;24;25;935;2914
27;20;13;2853;1798
27;20;13;1798;2853
16;13;21;896;2071
16;13;21;2071;896
25;16;5;2435;1273
25;16;5;1273;2435
20;17;24;2202;832
20;17;24;832;2202
12;23;22;598;1411
12;23;22;1411;598
3;7;3;253;2666
3;7;3;2666;253
0;15;3;2418;374
0;15;3;374;2418
13;18;1;2504;278
13;18;1;278;2504
15;18;0;1384;895
15;18;0;895;1384
8;11;22;1438;357
8;11;22;357;1438
21;24;28;678;1865
21;24;28;1865;678
0;14;8;1489;2323
0;14;8;2323;1489
11;15;6;737;1655
11;15;6;1655;737
5;2;14;2551;125
5;2;14;125;2551
24;9;1;205;2091
24;9;1;2091;205
29;16;17;1200;2037
29;16;17;2037;1200
26;2;6;1271;2691
26;2;6;2691;1271
10;26;23;1777;2697
10;26;23;2697;1777
21;9;0;1465;2907
21;9;0;2907;1465
26;9;23;1126;2482
26;9;23;2482;1126
14;9;3;1094;1619
14;9;3;1619;1094
16;3;16;2577;455
16;3;16;455;2577
7;21;2;2885;413
7;21;2;413;2885
5;24;27;228;1029
5;24;27;1029;228
2;3;0;230;1161
2;3;0;1161;230
19;23;28;1277;605
19;23;28;605;1277
18;19;21;604;34
18;19;21;34;604
13;3;10;968;2374
13;3;10;2374;968
20;24;15;624;2180
20;24;15;2180;624
18;25;9;289;502
18;25;9;502;289
28;4;17;1527;1286
28;4;17;1286;1527
22;26;2;2171;1816
22;26;2;1816;2171
13;3;2;2087;902
13;3;2;902;2087
4;20;7;192;824
4;20;7;824;192
8;14;20;2596;698
8;14;20;698;2596
11;11;28;1535;2522
11;11;28;2522;1535
22;22;6;1290;2426
22;22;6;2426;1290
29;29;11;1612;606
29;29;11;606;1612
8;15;17;2574;2725
8;15;17;2725;2574
0;22;18;784;630
0;22;18;630;784
25;28;9;1652;2667
25;28;9;2667;1652
18;25;3;2302;1839
18;25;3;1839;2302
14;1;15;1490;1082
14;1;15;1082;1490
23;23;4;934;2174
23;23;4;2174;934
9;15;11;2670;1716
9;15;11;1716;2670
4;24;23;956;591
4;24;23;591;956
23;6;10;169;1704
23;6;10;1704;169
20;23;27;728;845
20;23;27;845;728
27;29;29;1887;132
27;29;29;132;1887
24;1;24;197;2272
24;1;24;2272;197
11;22;13;1072;1575
11;22;13;1575;1072
24;11;8;2210;691
24;11;8;691;2210
16;29;17;1361;922
16;29;17;922;1361
4;0;24;2752;815
4;0;24;815;2752
8;2;24;925;2898
8;2;24;2898;925
25;20;4;1452;836
25;20;4;836;1452
14;16;15;1069;2963
14;16;15;2963;1069
24;15;24;2150;1178
24;15;24;1178;2150
0;7;29;282;2543
0;7;29;2543;282
14;0;10;1762;281
14;0;10;281;1762
19;24;10;2275;271
19;24;10;271;2275
7;12;2;328;1653
7;12;2;1653;328
2;7;27;416;1367
2;7;27;1367;416
15;24;6;230;1824
15;24;6;1824;230
28;1;18;2430;2983
28;1;18;2983;2430
20;16;22;1251;2014
20;16;22;2014;1251
11;3;4;2528;908
11;3;4;908;2528
17;4;16;2182;1025
17;4;16;1025;2182
15;27;15;1669;981
15;27;15;981;1669
13;4;14;2165;1591
13;4;14;1591;2165
29;8;7;411;2077
29;8;7;2077;411
25;3;25;1091;27
25;3;25;27;1091
6;8;13;474;2007
6;8;13;2007;474
14;17;0;1244;2823
14;17;0;2823;1244
9;14;26;293;2761
9;14;26;2761;293
21;8;4;652;934
21;8;4;934;652
22;7;6;1492;615
22;7;6;615;1492
24;14;11;1356;819
24;14;11;819;1356
5;12;11;631;1866
5;12;11;1866;631
1;29;18;2140;222
1;29;18;222;2140
25;11;19;942;1642
25;11;19;1642;942
9;7;22;1245;900
9;7;22;900;1245
4;21;27;1173;2022
4;21;27;2022;1173
3;5;28;756;2484
3;5;28;2484;756
8;15;16;1400;2847
8;15;16;2847;1400
6;15;26;819;2972
6;15;26;2972;819
23;4;24;1562;1231
23;4;24;1231;1562
0;1;0;523;1563
0;1;0;1563;523
10;18;12;142;120
10;18;12;120;142
24;21;0;1277;1970
24;21;0;1970;1277
19;18;5;277;1886
19;18;5;1886;277
16;26;27;334;849
16;26;27;849;334
0;21;13;2513;67
0;21;13;67;2513
12;25;28;579;2442
12;25;28;2442;579
24;7;21;1588;57
24;7;21;57;1588
16;25;24;1016;222
16;25;24;222;1016
7;4;7;105;2974
7;4;7;2974;105
15;5;11;1311;655
15;5;11;655;1311
4;24;9;2615;554
4;24;9;554;2615
5;26;13;1762;1794
5;26;13;1794;1762
10;21;6;775;2008
10;21;6;2008;775
24;6;29;1166;2380
24;6;29;2380;1166
13;18;9;2490;1158
13;18;9;1158;2490
8;15;20;11;217
8;15;20;217;11
13;28;3;1782;1103
13;28;3;1103;1782
15;12;4;235;1754
15;12;4;1754;235
12;23;2;1887;1485
12;23;2;1485;1887
26;9;8;1748;958
26;9;8;958;1748
22;13;9;2484;1332
22;13;9;1332;2484
15;5;27;2956;1330
15;5;27;1330;2956
12;3;8;2071;1245
12;3;8;1245;2071
6;8;24;1361;502
6;8;24;502;1361
6;21;18;251;2545
6;21;18;2545;251
1;26;25;1940;2625
1;26;25;2625;1940
2;23;23;2829;1182
2;23;23;1182;2829
21;12;4;2549;968
21;12;4;968;2549
5;13;3;2345;1860
5;13;3;1860;2345
0;17;26;2993;1108
0;17;26;1108;2993
5;7;1;1440;712
5;7;1;712;1440
20;7;3;1357;2170
20;7;3;2170;1357
19;26;23;642;1023
19;26;23;1023;642
18;10;1;467;1684
18;10;1;1684;467
8;18;17;1012;1247
8;18;17;1247;1012
25;24;24;208;2611
25;24;24;2611;208
19;2;8;142;1875
19;2;8;1875;142
5;27;6;617;2363
5;27;6;2363;617
12;18;19;1240;1336
12;18;19;1336;1240
14;20;17;827;2340
14;20;17;2340;827
7;16;23;2252;2050
7;16;23;2050;2252
1;9;9;876;2797
1;9;9;2797;876
28;5;28;2750;2197
28;5;28;2197;2750
11;26;29;2192;41
11;26;29;41;2192
17;10;17;846;2676
17;10;17;2676;846
9;14;14;839;772
9;14;14;772;839
25;26;11;1090;2096
25;26;11;2096;1090
10;3;4;1061;175
10;3;4;175;1061
4;8;25;1296;1110
4;8;25;1110;1296
11;19;29;513;305
11;19;29;305;513
8;12;29;1547;1710
8;12;29;1710;1547
11;2;11;778;2342
11;2;11;2342;778
21;10;25;1033;7
21;10;25;7;1033
7;7;0;255;2481
7;7;0;2481;255
22;17;23;1280;2537
22;17;23;2537;1280
18;24;20;1610;2668
18;24;20;2668;1610
19;9;14;316;2570
19;9;14;2570;316
10;27;28;11;437
10;27;28;437;11
24;13;17;444;504
24;13;17;504;444
4;11;1;2139;1351
4;11;1;1351;2139
29;26;26;2228;453
29;26;26;453;2228
18;19;24;2366;427
18;19;24;427;2366
0;27;13;271;2807
0;27;13;2807;271
5;21;3;2970;699
5;21;3;699;2970
11;10;20;1672;1185
11;10;20;1185;1672
26;1;24;835;1656
26;1;24;1656;835
2;7;0;2740;304
2;7;0;304;2740
29;29;18;22;2524
29;29;18;2524;22
28;29;15;1101;200
28;29;15;200;1101
7;21;18;1654;698
7;21;18;698;1654
26;22;13;1211;2670
26;22;13;2670;1211
14;24;0;2245;2832
14;24;0;2832;2245
8;22;26;895;792
8;22;26;792;895
9;13;20;1319;72
9;13;20;72;1319
19;29;17;912;2922
19;29;17;2922;912
4;13;6;722;453
4;13;6;453;722
19;13;6;2939;1340
19;13;6;1340;2939
29;20;1;530;1904
29;20;1;1904;530
4;6;21;2398;985
4;6;21;985;2398
19;27;20;2846;377
19;27;20;377;2846
17;12;9;2370;852
17;12;9;852;2370
13;20;23;16;189
13;20;23;189;16
24;8;21;1509;1133
24;8;21;1133;1509
12;29;6;1955;1360
12;29;6;1360;1955
10;24;17;1649;2139
10;24;17;2139;1649
29;5;25;2009;970
29;5;25;970;2009
24;26;3;1011;167
24;26;3;167;1011
16;29;23;484;1920
16;29;23;1920;484
28;21;8;1971;1567
28;21;8;1567;1971
24;5;29;2957;2750
24;5;29;2750;2957
0;26;25;1964;273
0;26;25;273;1964
16;18;4;1312;1062
16;18;4;1062;1312
7;6;9;621;523
7;6;9;523;621
20;12;22;261;1719
20;12;22;1719;261
11;21;20;921;474
11;21;20;474;921
21;16;13;1609;2088
21;16;13;2088;1609
19;1;5;229;331
19;1;5;331;229
3;15;5;1570;817
3;15;5;817;1570
18;7;12;410;1613
18;7;12;1613;410
24;17;13;1042;2486
24;17;13;2486;1042
28;3;8;860;1444
28;3;8;1444;860
1;21;13;328;1327
1;21;13;1327;328
14;15;24;1600;1706
14;15;24;1706;1600
6;1;14;749;2354
6;1;14;2354;749
7;6;28;693;305
7;6;28;305;693
28;17;27;937;1591
28;17;27;1591;937
1;8;16;864;1470
1;8;16;1470;864
0;19;2;2005;1902
0;19;2;1902;2005
16;5;17;1442;1288
16;5;17;1288;1442
10;21;6;10;2563
10;21;6;2563;10
2;7;9;2855;662
2;7;9;662;2855
27;21;9;2974;1441
27;21;9;1441;2974
1;29;3;2935;1628
1;29;3;1628;2935
3;5;9;1771;2215
3;5;9;2215;1771
22;1;24;895;779
22;1;24;779;895
2;13;20;1389;2828
2;13;20;2828;1389
20;28;8;1110;1215
20;28;8;1215;1110
23;13;6;2728;1406
23;13;6;1406;2728
12;21;5;902;439
12;21;5;439;902
17;10;24;1442;2633
17;10;24;2633;1442
11;28;24;373;555
11;28;24;555;373
13;24;28;2279;1547
13;24;28;1547;2279
20;2;17;648;2586
20;2;17;2586;648
20;28;28;512;267
20;28;28;267;512
9;12;13;2559;102
9;12;13;102;2559
4;6;12;1864;2416
4;6;12;2416;1864
22;15;15;4;421
22;15;15;421;4
26;7;24;747;2064
26;7;24;2064;747
18;12;0;2848;1547
18;12;0;1547;2848
0;7;10;2809;1667
0;7;10;1667;2809
19;16;26;860;2673
19;16;26;2673;860
4;3;8;2829;1735
4;3;8;1735;2829
2;10;14;729;2469
2;10;14;2469;729
15;22;26;870;997
15;22;26;997;870
21;29;2;1692;2538
21;29;2;2538;1692
19;14;10;532;768
19;14;10;768;532
3;16;21;2644;81
3;16;21;81;2644
26;2;2;2930;1602
26;2;2;1602;2930
20;2;7;215;286
20;2;7;286;215
16;21;19;960;2239
16;21;19;2239;960
20;19;26;151;2561
20;19;26;2561;151
27;23;14;2172;1391
27;23;14;1391;2172
19;19;7;293;1139
19;19;7;1139;293
2;15;19;1578;76
2;15;19;76;1578
0;13;26;1371;2721
0;13;26;2721;1371
28;8;1;2350;1513
28;8;1;1513;2350
4;17;20;174;2680
4;17;20;2680;174
7;10;27;331;2158
7;10;27;2158;331
1;3;10;2174;2471
1;3;10;2471;2174
5;6;20;645;2063
5;6;20;2063;645
28;24;21;2284;2571
28;24;21;2571;2284
18;9;16;1342;646
18;9;16;646;1342
10;26;10;2913;1715
10;26;10;1715;2913
18;7;29;2824;347
18;7;29;347;2824
19;11;11;2159;944
19;11;11;944;2159
15;25;13;1784;1699
15;25;13;1699;1784
7;7;7;2612;2973
7;7;7;2973;2612
10;20;22;181;810
10;20;22;810;181
11;15;18;696;1307
11;15;18;1307;696
0;21;24;653;2209
