followers_count;friends_count;tweets_count;44.391643516091975@23.159677682342053;44.315988@23.818359
2;2;3;44.74549949495889@22.832034225254052;44.34901730307382@24.33506529636527
2;2;3;44.34901730307382@24.33506529636527;43.53125851464172@24.763229039168245
2;2;3;43.53125851464172@24.763229039168245;44.155575603194634@23.250881840942217
2;2;3;44.315988@23.818359;44.29844994776969@24.402314492323608
2;2;3;44.29844994776969@24.402314492323608;44.351118152120485@23.341791630955303
2;2;3;44.351118152120485@23.341791630955303;44.889424527442685@23.960970697645276
2;2;3;44.889424527442685@23.960970697645276;43.46084400349923@23.975774627524885
2;2;3;43.46084400349923@23.975774627524885;44.64680010013528@23.20292820976948
2;2;3;44.64680010013528@23.20292820976948;44.40446080879215@23.953536570796015
2;2;3;44.40446080879215@23.953536570796015;44.18593375168617@23.769879901486856
2;2;3;44.18593375168617@23.769879901486856;44.09051846584001@24.14130778735744
2;2;3;44.09051846584001@24.14130778735744;44.66376251969314@23.77379490100736
2;2;3;44.66376251969314@23.77379490100736;44.6240449587762@24.08347249542858
2;2;3;44.6240449587762@24.08347249542858;45.00138334367271@24.092331272179138
2;2;3;45.00138334367271@24.092331272179138;44.55033831045195@24.312914121854526
2;2;3;44.55033831045195@24.312914121854526;44.74421652327631@24.728457702115804
2;2;3;44.74421652327631@24.728457702115804;43.79401723931746@23.77846416630604
2;2;3;43.79401723931746@23.77846416630604;43.67351687345779@23.00140978137842
2;2;3;43.67351687345779@23.00140978137842;43.87692500855015@24.28543591328852
2;2;3;43.87692500855015@24.28543591328852;44.28189405244278@23.972410391551893
2;2;2;44.28189405244278@23.972410391551893;43.94916218711252@23.9733463072956
2;2;2;43.94916218711252@23.9733463072956;44.61479884874806@24.27581898293906
2;2;2;44.61479884874806@24.27581898293906;44.92223011339065@23.505887513934034
2;2;2;44.92223011339065@23.505887513934034;44.20117807597118@23.70555450810448
2;2;2;44.20117807597118@23.70555450810448;43.547714841247966@24.56985383484244
2;2;2;43.547714841247966@24.56985383484244;43.92116991202797@22.82805535024416
2;2;2;43.92116991202797@22.82805535024416;44.56587414638437@22.970799697228976
2;2;2;44.56587414638437@22.970799697228976;44.10230727065641@23.701204095342597
2;2;2;44.10230727065641@23.701204095342597;45.25416535851712@24.434312172789625
2;2;2;45.25416535851712@24.434312172789625;44.91647619491961@23.678252259828515
2;2;2;44.91647619491961@23.678252259828515;45.03473433359779@24.07596179597473
2;2;2;45.03473433359779@24.07596179597473;45.16855171992733@23.435986773864467
2;2;2;45.16855171992733@23.435986773864467;44.553669079256146@23.05123326220677
2;2;2;44.553669079256146@23.05123326220677;43.32871087231798@23.325707869122013
2;2;2;43.32871087231798@23.325707869122013;43.40444516345915@23.485798521785892
2;2;2;43.40444516345915@23.485798521785892;43.9435337313432@22.968285824722354
2;2;2;43.9435337313432@22.968285824722354;44.74549949495889@22.832034225254052
2;2;2;44.74549949495889@22.832034225254052;44.34901730307382@24.33506529636527
2;2;2;44.34901730307382@24.33506529636527;43.53125851464172@24.763229039168245
2;2;2;43.53125851464172@24.763229039168245;44.155575603194634@23.250881840942217
2;2;2;44.315988@23.818359;44.29844994776969@24.402314492323608
2;2;2;44.29844994776969@24.402314492323608;44.351118152120485@23.341791630955303
2;2;2;44.351118152120485@23.341791630955303;44.889424527442685@23.960970697645276
2;2;2;44.889424527442685@23.960970697645276;43.46084400349923@23.975774627524885
2;2;2;43.46084400349923@23.975774627524885;44.64680010013528@23.20292820976948
2;2;2;44.64680010013528@23.20292820976948;44.40446080879215@23.953536570796015
2;2;2;44.40446080879215@23.953536570796015;44.18593375168617@23.769879901486856
2;2;2;44.18593375168617@23.769879901486856;44.09051846584001@24.14130778735744
2;2;2;44.09051846584001@24.14130778735744;44.66376251969314@23.77379490100736
2;2;2;44.66376251969314@23.77379490100736;44.6240449587762@24.08347249542858
2;2;3;44.6240449587762@24.08347249542858;45.00138334367271@24.092331272179138
2;2;3;45.00138334367271@24.092331272179138;44.55033831045195@24.312914121854526
2;2;3;44.55033831045195@24.312914121854526;44.74421652327631@24.728457702115804
2;2;3;44.74421652327631@24.728457702115804;43.79401723931746@23.77846416630604
2;2;3;43.79401723931746@23.77846416630604;43.67351687345779@23.00140978137842
2;2;3;43.67351687345779@23.00140978137842;43.87692500855015@24.28543591328852
2;2;2;43.87692500855015@24.28543591328852;44.28189405244278@23.972410391551893
2;2;2;44.28189405244278@23.972410391551893;43.94916218711252@23.9733463072956
2;3;2;43.94916218711252@23.9733463072956;44.61479884874806@24.27581898293906
2;3;2;44.61479884874806@24.27581898293906;44.92223011339065@23.505887513934034
2;3;2;44.92223011339065@23.505887513934034;44.20117807597118@23.70555450810448
2;3;2;44.20117807597118@23.70555450810448;43.547714841247966@24.56985383484244
6;0;4;43.547714841247966@24.56985383484244;43.92116991202797@22.82805535024416
6;0;4;43.92116991202797@22.82805535024416;44.56587414638437@22.970799697228976
3;2;5;44.56587414638437@22.970799697228976;44.10230727065641@23.701204095342597
3;2;5;44.10230727065641@23.701204095342597;45.25416535851712@24.434312172789625
2;2;3;45.25416535851712@24.434312172789625;44.91647619491961@23.678252259828515
2;2;3;44.91647619491961@23.678252259828515;45.03473433359779@24.07596179597473
2;2;3;45.03473433359779@24.07596179597473;45.16855171992733@23.435986773864467
2;2;3;45.16855171992733@23.435986773864467;44.553669079256146@23.05123326220677
2;2;3;44.553669079256146@23.05123326220677;43.32871087231798@23.325707869122013
2;2;3;43.32871087231798@23.325707869122013;43.40444516345915@23.485798521785892
2;2;3;43.40444516345915@23.485798521785892;43.9435337313432@22.968285824722354
2;2;3;43.9435337313432@22.968285824722354;44.74549949495889@22.832034225254052
2;2;3;44.74549949495889@22.832034225254052;44.34901730307382@24.33506529636527
2;2;3;44.34901730307382@24.33506529636527;43.53125851464172@24.763229039168245
2;2;3;43.53125851464172@24.763229039168245;44.155575603194634@23.250881840942217
2;2;3;44.315988@23.818359;44.29844994776969@24.402314492323608
2;2;3;44.29844994776969@24.402314492323608;44.351118152120485@23.341791630955303
2;2;3;44.351118152120485@23.341791630955303;44.889424527442685@23.960970697645276
2;2;3;44.889424527442685@23.960970697645276;43.46084400349923@23.975774627524885
2;2;3;43.46084400349923@23.975774627524885;44.64680010013528@23.20292820976948
2;2;3;44.64680010013528@23.20292820976948;44.40446080879215@23.953536570796015
2;2;3;44.40446080879215@23.953536570796015;44.18593375168617@23.769879901486856
2;2;3;44.18593375168617@23.769879901486856;44.09051846584001@24.14130778735744
2;2;3;44.09051846584001@24.14130778735744;44.66376251969314@23.77379490100736
2;2;3;44.66376251969314@23.77379490100736;44.6240449587762@24.08347249542858
2;2;3;44.6240449587762@24.08347249542858;45.00138334367271@24.092331272179138
2;2;3;45.00138334367271@24.092331272179138;44.55033831045195@24.312914121854526
2;2;3;44.55033831045195@24.312914121854526;44.74421652327631@24.728457702115804
2;2;3;44.74421652327631@24.728457702115804;43.79401723931746@23.77846416630604
2;2;3;43.79401723931746@23.77846416630604;43.67351687345779@23.00140978137842
2;2;3;43.67351687345779@23.00140978137842;43.87692500855015@24.28543591328852
2;2;3;43.87692500855015@24.28543591328852;44.28189405244278@23.972410391551893
2;2;3;44.28189405244278@23.972410391551893;43.94916218711252@23.9733463072956
2;2;3;43.94916218711252@23.9733463072956;44.61479884874806@24.27581898293906
3;2;5;44.61479884874806@24.27581898293906;44.92223011339065@23.505887513934034
3;2;5;44.92223011339065@23.505887513934034;44.20117807597118@23.70555450810448
2;2;3;44.20117807597118@23.70555450810448;43.547714841247966@24.56985383484244
2;2;3;43.547714841247966@24.56985383484244;43.92116991202797@22.82805535024416
2;2;3;43.92116991202797@22.82805535024416;44.56587414638437@22.970799697228976
2;2;3;44.56587414638437@22.970799697228976;44.10230727065641@23.701204095342597
2;2;3;44.10230727065641@23.701204095342597;45.25416535851712@24.434312172789625
2;2;3;45.25416535851712@24.434312172789625;44.91647619491961@23.678252259828515
2;2;3;44.91647619491961@23.678252259828515;45.03473433359779@24.07596179597473
2;2;3;45.03473433359779@24.07596179597473;45.16855171992733@23.435986773864467
2;2;3;45.16855171992733@23.435986773864467;44.553669079256146@23.05123326220677
2;2;3;44.553669079256146@23.05123326220677;43.32871087231798@23.325707869122013
2;2;3;43.32871087231798@23.325707869122013;43.40444516345915@23.485798521785892
2;2;3;43.40444516345915@23.485798521785892;43.9435337313432@22.968285824722354
2;2;3;43.9435337313432@22.968285824722354;44.74549949495889@22.832034225254052
2;2;3;44.74549949495889@22.832034225254052;44.34901730307382@24.33506529636527
2;2;3;44.34901730307382@24.33506529636527;43.53125851464172@24.763229039168245
2;2;3;43.53125851464172@24.763229039168245;44.155575603194634@23.250881840942217
2;2;3;44.315988@23.818359;44.29844994776969@24.402314492323608
2;2;3;44.29844994776969@24.402314492323608;44.351118152120485@23.341791630955303
2;2;3;44.351118152120485@23.341791630955303;44.889424527442685@23.960970697645276
2;2;3;44.889424527442685@23.960970697645276;43.46084400349923@23.975774627524885
2;2;3;43.46084400349923@23.975774627524885;44.64680010013528@23.20292820976948
2;2;3;44.64680010013528@23.20292820976948;44.40446080879215@23.953536570796015
2;2;3;44.40446080879215@23.953536570796015;44.18593375168617@23.769879901486856
2;2;3;44.18593375168617@23.769879901486856;44.09051846584001@24.14130778735744
2;2;3;44.09051846584001@24.14130778735744;44.66376251969314@23.77379490100736
2;2;3;44.66376251969314@23.77379490100736;44.6240449587762@24.08347249542858
2;2;3;44.6240449587762@24.08347249542858;45.00138334367271@24.092331272179138
2;2;3;45.00138334367271@24.092331272179138;44.55033831045195@24.312914121854526
2;2;3;44.55033831045195@24.312914121854526;44.74421652327631@24.728457702115804
2;2;3;44.74421652327631@24.728457702115804;43.79401723931746@23.77846416630604
2;2;3;43.79401723931746@23.77846416630604;43.67351687345779@23.00140978137842
2;2;3;43.67351687345779@23.00140978137842;43.87692500855015@24.28543591328852
2;2;3;43.87692500855015@24.28543591328852;44.28189405244278@23.972410391551893
2;2;3;44.28189405244278@23.972410391551893;43.94916218711252@23.9733463072956
2;2;3;43.94916218711252@23.9733463072956;44.61479884874806@24.27581898293906
2;2;3;44.61479884874806@24.27581898293906;44.92223011339065@23.505887513934034
2;2;3;44.92223011339065@23.505887513934034;44.20117807597118@23.70555450810448
2;2;3;44.20117807597118@23.70555450810448;43.547714841247966@24.56985383484244
2;2;3;43.547714841247966@24.56985383484244;43.92116991202797@22.82805535024416
2;2;3;43.92116991202797@22.82805535024416;44.56587414638437@22.970799697228976
2;2;3;44.56587414638437@22.970799697228976;44.10230727065641@23.701204095342597
2;2;3;44.10230727065641@23.701204095342597;45.25416535851712@24.434312172789625
2;2;3;45.25416535851712@24.434312172789625;44.91647619491961@23.678252259828515
2;2;3;44.91647619491961@23.678252259828515;45.03473433359779@24.07596179597473
2;2;3;45.03473433359779@24.07596179597473;45.16855171992733@23.435986773864467
2;2;3;45.16855171992733@23.435986773864467;44.553669079256146@23.05123326220677
2;2;3;44.553669079256146@23.05123326220677;43.32871087231798@23.325707869122013
2;2;3;43.32871087231798@23.325707869122013;43.40444516345915@23.485798521785892
2;2;3;43.40444516345915@23.485798521785892;43.9435337313432@22.968285824722354
2;2;3;43.9435337313432@22.968285824722354;44.74549949495889@22.832034225254052
2;2;3;44.74549949495889@22.832034225254052;44.34901730307382@24.33506529636527
2;2;3;44.34901730307382@24.33506529636527;43.53125851464172@24.763229039168245
2;2;3;43.53125851464172@24.763229039168245;44.155575603194634@23.250881840942217
2;2;3;44.315988@23.818359;44.29844994776969@24.402314492323608
2;2;3;44.29844994776969@24.402314492323608;44.351118152120485@23.341791630955303
2;2;3;44.351118152120485@23.341791630955303;44.889424527442685@23.960970697645276
2;2;3;44.889424527442685@23.960970697645276;43.46084400349923@23.975774627524885
2;2;3;43.46084400349923@23.975774627524885;44.64680010013528@23.20292820976948
2;2;3;44.64680010013528@23.20292820976948;44.40446080879215@23.953536570796015
2;2;3;44.40446080879215@23.953536570796015;44.18593375168617@23.769879901486856
2;2;2;44.18593375168617@23.769879901486856;44.09051846584001@24.14130778735744
2;2;2;44.09051846584001@24.14130778735744;44.66376251969314@23.77379490100736
2;2;2;44.66376251969314@23.77379490100736;44.6240449587762@24.08347249542858
2;2;2;44.6240449587762@24.08347249542858;45.00138334367271@24.092331272179138
2;2;2;45.00138334367271@24.092331272179138;44.55033831045195@24.312914121854526
2;2;2;44.55033831045195@24.312914121854526;44.74421652327631@24.728457702115804
2;2;2;44.74421652327631@24.728457702115804;43.79401723931746@23.77846416630604
2;2;2;43.79401723931746@23.77846416630604;43.67351687345779@23.00140978137842
2;2;2;43.67351687345779@23.00140978137842;43.87692500855015@24.28543591328852
2;2;2;43.87692500855015@24.28543591328852;44.28189405244278@23.972410391551893
2;2;2;44.28189405244278@23.972410391551893;43.94916218711252@23.9733463072956
2;2;2;43.94916218711252@23.9733463072956;44.61479884874806@24.27581898293906
2;3;3;44.61479884874806@24.27581898293906;44.92223011339065@23.505887513934034
2;3;3;44.92223011339065@23.505887513934034;44.20117807597118@23.70555450810448
2;2;3;44.20117807597118@23.70555450810448;43.547714841247966@24.56985383484244
2;2;3;43.547714841247966@24.56985383484244;43.92116991202797@22.82805535024416
2;2;4;43.92116991202797@22.82805535024416;44.56587414638437@22.970799697228976
2;2;4;44.56587414638437@22.970799697228976;44.10230727065641@23.701204095342597
2;2;4;44.10230727065641@23.701204095342597;45.25416535851712@24.434312172789625
2;2;4;45.25416535851712@24.434312172789625;44.91647619491961@23.678252259828515
2;2;4;44.91647619491961@23.678252259828515;45.03473433359779@24.07596179597473
2;2;4;45.03473433359779@24.07596179597473;45.16855171992733@23.435986773864467
6;3;5;45.16855171992733@23.435986773864467;44.553669079256146@23.05123326220677
6;3;5;44.553669079256146@23.05123326220677;43.32871087231798@23.325707869122013
2;2;3;43.32871087231798@23.325707869122013;43.40444516345915@23.485798521785892
2;2;3;43.40444516345915@23.485798521785892;43.9435337313432@22.968285824722354
2;2;3;43.9435337313432@22.968285824722354;44.74549949495889@22.832034225254052
2;2;3;44.74549949495889@22.832034225254052;44.34901730307382@24.33506529636527
2;2;3;44.34901730307382@24.33506529636527;43.53125851464172@24.763229039168245
2;2;3;43.53125851464172@24.763229039168245;44.155575603194634@23.250881840942217
2;2;3;44.315988@23.818359;44.29844994776969@24.402314492323608
2;2;3;44.29844994776969@24.402314492323608;44.351118152120485@23.341791630955303
2;2;3;44.351118152120485@23.341791630955303;44.889424527442685@23.960970697645276
2;2;3;44.889424527442685@23.960970697645276;43.46084400349923@23.975774627524885
2;2;3;43.46084400349923@23.975774627524885;44.64680010013528@23.20292820976948
2;2;3;44.64680010013528@23.20292820976948;44.40446080879215@23.953536570796015
2;2;3;44.40446080879215@23.953536570796015;44.18593375168617@23.769879901486856
2;2;3;44.18593375168617@23.769879901486856;44.09051846584001@24.14130778735744
2;2;3;44.09051846584001@24.14130778735744;44.66376251969314@23.77379490100736
2;2;3;44.66376251969314@23.77379490100736;44.6240449587762@24.08347249542858
2;2;3;44.6240449587762@24.08347249542858;45.00138334367271@24.092331272179138
2;2;3;45.00138334367271@24.092331272179138;44.55033831045195@24.312914121854526
2;2;3;44.55033831045195@24.312914121854526;44.74421652327631@24.728457702115804
2;2;3;44.74421652327631@24.728457702115804;43.79401723931746@23.77846416630604
6;3;5;43.79401723931746@23.77846416630604;43.67351687345779@23.00140978137842
6;3;5;43.67351687345779@23.00140978137842;43.87692500855015@24.28543591328852
2;2;1;43.87692500855015@24.28543591328852;44.28189405244278@23.972410391551893
2;2;1;44.28189405244278@23.972410391551893;43.94916218711252@23.9733463072956
2;2;1;43.94916218711252@23.9733463072956;44.61479884874806@24.27581898293906
2;2;1;44.61479884874806@24.27581898293906;44.92223011339065@23.505887513934034
2;2;1;44.92223011339065@23.505887513934034;44.20117807597118@23.70555450810448
2;2;1;44.20117807597118@23.70555450810448;43.547714841247966@24.56985383484244
2;2;1;43.547714841247966@24.56985383484244;43.92116991202797@22.82805535024416
2;2;1;43.92116991202797@22.82805535024416;44.56587414638437@22.970799697228976
2;2;1;44.56587414638437@22.970799697228976;44.10230727065641@23.701204095342597
2;2;1;44.10230727065641@23.701204095342597;45.25416535851712@24.434312172789625
2;2;1;45.25416535851712@24.434312172789625;44.91647619491961@23.678252259828515
2;2;1;44.91647619491961@23.678252259828515;45.03473433359779@24.07596179597473
3;2;3;45.03473433359779@24.07596179597473;45.16855171992733@23.435986773864467
3;2;3;45.16855171992733@23.435986773864467;44.553669079256146@23.05123326220677
2;2;4;44.553669079256146@23.05123326220677;43.32871087231798@23.325707869122013
2;2;4;43.32871087231798@23.325707869122013;43.40444516345915@23.485798521785892
2;2;4;43.40444516345915@23.485798521785892;43.9435337313432@22.968285824722354
2;2;4;43.9435337313432@22.968285824722354;44.74549949495889@22.832034225254052
2;2;4;44.74549949495889@22.832034225254052;44.34901730307382@24.33506529636527
2;2;4;44.34901730307382@24.33506529636527;43.53125851464172@24.763229039168245
2;3;3;43.53125851464172@24.763229039168245;44.155575603194634@23.250881840942217
2;3;3;44.315988@23.818359;44.29844994776969@24.402314492323608
3;2;4;44.29844994776969@24.402314492323608;44.351118152120485@23.341791630955303
3;2;4;44.351118152120485@23.341791630955303;44.889424527442685@23.960970697645276
3;2;4;44.889424527442685@23.960970697645276;43.46084400349923@23.975774627524885
3;2;4;43.46084400349923@23.975774627524885;44.64680010013528@23.20292820976948
2;3;4;44.64680010013528@23.20292820976948;44.40446080879215@23.953536570796015
2;3;4;44.40446080879215@23.953536570796015;44.18593375168617@23.769879901486856
2;3;4;44.18593375168617@23.769879901486856;44.09051846584001@24.14130778735744
2;3;4;44.09051846584001@24.14130778735744;44.66376251969314@23.77379490100736
2;3;4;44.66376251969314@23.77379490100736;44.6240449587762@24.08347249542858
2;3;4;44.6240449587762@24.08347249542858;45.00138334367271@24.092331272179138
2;3;4;45.00138334367271@24.092331272179138;44.55033831045195@24.312914121854526
2;3;4;44.55033831045195@24.312914121854526;44.74421652327631@24.728457702115804
2;3;4;44.74421652327631@24.728457702115804;43.79401723931746@23.77846416630604
2;3;4;43.79401723931746@23.77846416630604;43.67351687345779@23.00140978137842
2;3;4;43.67351687345779@23.00140978137842;43.87692500855015@24.28543591328852
2;3;4;43.87692500855015@24.28543591328852;44.28189405244278@23.972410391551893
2;2;2;44.28189405244278@23.972410391551893;43.94916218711252@23.9733463072956
2;2;2;43.94916218711252@23.9733463072956;44.61479884874806@24.27581898293906
2;2;2;44.61479884874806@24.27581898293906;44.92223011339065@23.505887513934034
2;2;2;44.92223011339065@23.505887513934034;44.20117807597118@23.70555450810448
2;2;2;44.20117807597118@23.70555450810448;43.547714841247966@24.56985383484244
2;2;2;43.547714841247966@24.56985383484244;43.92116991202797@22.82805535024416
2;2;2;43.92116991202797@22.82805535024416;44.56587414638437@22.970799697228976
2;2;2;44.56587414638437@22.970799697228976;44.10230727065641@23.701204095342597
2;2;2;44.10230727065641@23.701204095342597;45.25416535851712@24.434312172789625
2;2;2;45.25416535851712@24.434312172789625;44.91647619491961@23.678252259828515
2;2;2;44.91647619491961@23.678252259828515;45.03473433359779@24.07596179597473
2;2;2;45.03473433359779@24.07596179597473;45.16855171992733@23.435986773864467
2;2;2;45.16855171992733@23.435986773864467;44.553669079256146@23.05123326220677
2;2;2;44.553669079256146@23.05123326220677;43.32871087231798@23.325707869122013
2;2;2;43.32871087231798@23.325707869122013;43.40444516345915@23.485798521785892
2;2;2;43.40444516345915@23.485798521785892;43.9435337313432@22.968285824722354
2;2;2;43.9435337313432@22.968285824722354;44.74549949495889@22.832034225254052
2;2;2;44.74549949495889@22.832034225254052;44.34901730307382@24.33506529636527
2;2;2;44.34901730307382@24.33506529636527;43.53125851464172@24.763229039168245
2;2;2;43.53125851464172@24.763229039168245;44.155575603194634@23.250881840942217
2;2;2;44.315988@23.818359;44.29844994776969@24.402314492323608
2;2;2;44.29844994776969@24.402314492323608;44.351118152120485@23.341791630955303
2;2;2;44.351118152120485@23.341791630955303;44.889424527442685@23.960970697645276
2;2;2;44.889424527442685@23.960970697645276;43.46084400349923@23.975774627524885
2;2;2;43.46084400349923@23.975774627524885;44.64680010013528@23.20292820976948
2;2;2;44.64680010013528@23.20292820976948;44.40446080879215@23.953536570796015
2;2;2;44.40446080879215@23.953536570796015;44.18593375168617@23.769879901486856
2;2;2;44.18593375168617@23.769879901486856;44.09051846584001@24.14130778735744
2;2;2;44.09051846584001@24.14130778735744;44.66376251969314@23.77379490100736
2;2;2;44.66376251969314@23.77379490100736;44.6240449587762@24.08347249542858
2;2;2;44.6240449587762@24.08347249542858;45.00138334367271@24.092331272179138
2;2;2;45.00138334367271@24.092331272179138;44.55033831045195@24.312914121854526
2;2;2;44.55033831045195@24.312914121854526;44.74421652327631@24.728457702115804
2;2;2;44.74421652327631@24.728457702115804;43.79401723931746@23.77846416630604
2;2;2;43.79401723931746@23.77846416630604;43.67351687345779@23.00140978137842
2;2;2;43.67351687345779@23.00140978137842;43.87692500855015@24.28543591328852
2;2;2;43.87692500855015@24.28543591328852;44.28189405244278@23.972410391551893
2;2;2;44.28189405244278@23.972410391551893;43.94916218711252@23.9733463072956
2;2;2;43.94916218711252@23.9733463072956;44.61479884874806@24.27581898293906
2;2;2;44.61479884874806@24.27581898293906;44.92223011339065@23.505887513934034
2;2;2;44.92223011339065@23.505887513934034;44.20117807597118@23.70555450810448
2;2;2;44.20117807597118@23.70555450810448;43.547714841247966@24.56985383484244
2;3;4;43.547714841247966@24.56985383484244;43.92116991202797@22.82805535024416
2;3;4;43.92116991202797@22.82805535024416;44.56587414638437@22.970799697228976
2;3;4;44.56587414638437@22.970799697228976;44.10230727065641@23.701204095342597
2;3;4;44.10230727065641@23.701204095342597;45.25416535851712@24.434312172789625
2;3;4;45.25416535851712@24.434312172789625;44.91647619491961@23.678252259828515
2;3;4;44.91647619491961@23.678252259828515;45.03473433359779@24.07596179597473
2;3;4;45.03473433359779@24.07596179597473;45.16855171992733@23.435986773864467
2;3;4;45.16855171992733@23.435986773864467;44.553669079256146@23.05123326220677
2;3;4;44.553669079256146@23.05123326220677;43.32871087231798@23.325707869122013
2;3;4;43.32871087231798@23.325707869122013;43.40444516345915@23.485798521785892
2;3;4;43.40444516345915@23.485798521785892;43.9435337313432@22.968285824722354
2;3;4;43.9435337313432@22.968285824722354;44.74549949495889@22.832034225254052
1;0;2;44.74549949495889@22.832034225254052;44.34901730307382@24.33506529636527
1;0;2;44.34901730307382@24.33506529636527;43.53125851464172@24.763229039168245
1;0;2;43.53125851464172@24.763229039168245;44.155575603194634@23.250881840942217
1;0;2;44.315988@23.818359;44.29844994776969@24.402314492323608
1;0;2;44.29844994776969@24.402314492323608;44.351118152120485@23.341791630955303
1;0;2;44.351118152120485@23.341791630955303;44.889424527442685@23.960970697645276
1;0;2;44.889424527442685@23.960970697645276;43.46084400349923@23.975774627524885
1;0;2;43.46084400349923@23.975774627524885;44.64680010013528@23.20292820976948
1;0;2;44.64680010013528@23.20292820976948;44.40446080879215@23.953536570796015
1;0;2;44.40446080879215@23.953536570796015;44.18593375168617@23.769879901486856
1;0;2;44.18593375168617@23.769879901486856;44.09051846584001@24.14130778735744
1;0;2;44.09051846584001@24.14130778735744;44.66376251969314@23.77379490100736
1;0;2;44.66376251969314@23.77379490100736;44.6240449587762@24.08347249542858
1;0;2;44.6240449587762@24.08347249542858;45.00138334367271@24.092331272179138
1;0;2;45.00138334367271@24.092331272179138;44.55033831045195@24.312914121854526
1;0;2;44.55033831045195@24.312914121854526;44.74421652327631@24.728457702115804
1;0;2;44.74421652327631@24.728457702115804;43.79401723931746@23.77846416630604
1;0;2;43.79401723931746@23.77846416630604;43.67351687345779@23.00140978137842
1;0;2;43.67351687345779@23.00140978137842;43.87692500855015@24.28543591328852
1;0;2;43.87692500855015@24.28543591328852;44.28189405244278@23.972410391551893
3;3;3;44.28189405244278@23.972410391551893;43.94916218711252@23.9733463072956
3;3;3;43.94916218711252@23.9733463072956;44.61479884874806@24.27581898293906
3;3;3;44.61479884874806@24.27581898293906;44.92223011339065@23.505887513934034
3;3;3;44.92223011339065@23.505887513934034;44.20117807597118@23.70555450810448
3;3;3;44.20117807597118@23.70555450810448;43.547714841247966@24.56985383484244
3;3;3;43.547714841247966@24.56985383484244;43.92116991202797@22.82805535024416
3;3;3;43.92116991202797@22.82805535024416;44.56587414638437@22.970799697228976
3;3;3;44.56587414638437@22.970799697228976;44.10230727065641@23.701204095342597
3;3;3;44.10230727065641@23.701204095342597;45.25416535851712@24.434312172789625
3;3;3;45.25416535851712@24.434312172789625;44.91647619491961@23.678252259828515
3;3;3;44.91647619491961@23.678252259828515;45.03473433359779@24.07596179597473
3;3;3;45.03473433359779@24.07596179597473;45.16855171992733@23.435986773864467
3;3;3;45.16855171992733@23.435986773864467;44.553669079256146@23.05123326220677
3;3;3;44.553669079256146@23.05123326220677;43.32871087231798@23.325707869122013
3;3;3;43.32871087231798@23.325707869122013;43.40444516345915@23.485798521785892
3;3;3;43.40444516345915@23.485798521785892;43.9435337313432@22.968285824722354
3;3;3;43.9435337313432@22.968285824722354;44.74549949495889@22.832034225254052
3;3;3;44.74549949495889@22.832034225254052;44.34901730307382@24.33506529636527
3;3;3;44.34901730307382@24.33506529636527;43.53125851464172@24.763229039168245
3;3;3;43.53125851464172@24.763229039168245;44.155575603194634@23.250881840942217
2;3;4;44.315988@23.818359;44.29844994776969@24.402314492323608
2;3;4;44.29844994776969@24.402314492323608;44.351118152120485@23.341791630955303
2;3;4;44.351118152120485@23.341791630955303;44.889424527442685@23.960970697645276
2;3;4;44.889424527442685@23.960970697645276;43.46084400349923@23.975774627524885
2;3;4;43.46084400349923@23.975774627524885;44.64680010013528@23.20292820976948
2;3;4;44.64680010013528@23.20292820976948;44.40446080879215@23.953536570796015
2;3;4;44.40446080879215@23.953536570796015;44.18593375168617@23.769879901486856
2;3;4;44.18593375168617@23.769879901486856;44.09051846584001@24.14130778735744
2;3;4;44.09051846584001@24.14130778735744;44.66376251969314@23.77379490100736
2;3;4;44.66376251969314@23.77379490100736;44.6240449587762@24.08347249542858
2;3;4;44.6240449587762@24.08347249542858;45.00138334367271@24.092331272179138
2;3;4;45.00138334367271@24.092331272179138;44.55033831045195@24.312914121854526
2;3;4;44.55033831045195@24.312914121854526;44.74421652327631@24.728457702115804
2;3;4;44.74421652327631@24.728457702115804;43.79401723931746@23.77846416630604
2;3;4;43.79401723931746@23.77846416630604;43.67351687345779@23.00140978137842
2;3;4;43.67351687345779@23.00140978137842;43.87692500855015@24.28543591328852
2;3;4;43.87692500855015@24.28543591328852;44.28189405244278@23.972410391551893
2;3;4;44.28189405244278@23.972410391551893;43.94916218711252@23.9733463072956
2;3;4;43.94916218711252@23.9733463072956;44.61479884874806@24.27581898293906
2;3;4;44.61479884874806@24.27581898293906;44.92223011339065@23.505887513934034
2;3;4;44.92223011339065@23.505887513934034;44.20117807597118@23.70555450810448
2;3;4;44.20117807597118@23.70555450810448;43.547714841247966@24.56985383484244
2;3;4;43.547714841247966@24.56985383484244;43.92116991202797@22.82805535024416
2;3;4;43.92116991202797@22.82805535024416;44.56587414638437@22.970799697228976
2;3;4;44.56587414638437@22.970799697228976;44.10230727065641@23.701204095342597
2;3;4;44.10230727065641@23.701204095342597;45.25416535851712@24.434312172789625
2;3;4;45.25416535851712@24.434312172789625;44.91647619491961@23.678252259828515
2;3;4;44.91647619491961@23.678252259828515;45.03473433359779@24.07596179597473
2;3;4;45.03473433359779@24.07596179597473;45.16855171992733@23.435986773864467
2;3;4;45.16855171992733@23.435986773864467;44.553669079256146@23.05123326220677
2;3;4;44.553669079256146@23.05123326220677;43.32871087231798@23.325707869122013
2;3;4;43.32871087231798@23.325707869122013;43.40444516345915@23.485798521785892
